id,name,description,latitude,longitude,province,location,tags
1527,Haludey Talogadho Baitadi Toll,"A toll area near a river or transport route in the Baitadi region of Nepal. It may be a place where travelers pay a fee for crossing bridges or roads in the area. The location may also be known for its scenic views, making it a brief stop for those passing through.",28.9391461,80.5406354,Sudurpashchim Province,Krishnapur,"picnic,natural beauty,historic site"
1528,Hampal Jaljala,"A scenic spot located in the Baitadi region, known for its natural beauty and peaceful surroundings. Hampal Jaljala could be a village or natural area offering trekking opportunities, scenic views, and a chance to experience rural life in the Himalayan foothills.",28.3468841,83.6589354,Sudurpashchim Province,Jaljala VDC,"tourist_attraction,natural beauty,hiking destination"
1529,Hamro Danda,"A local hill or elevated area, known for its beautiful views and natural surroundings. Hamro Danda may be a place for trekking or hiking, offering stunning panoramas of valleys, mountains, and surrounding villages. It is likely a tranquil spot for locals and visitors seeking a break from the bustle of city life.",27.6633489,85.3871554,Gandaki Province,Anantalingeshwar,"hike,natural beauty,picnic spot"
1530,Hamro Furniture @ Panauti,"A furniture store or showroom located in Panauti, offering a wide range of locally crafted furniture. Hamro Furniture may specialize in traditional and modern furniture pieces made from wood and other materials. It is a great place for those looking to purchase quality, handmade furniture for homes or offices.",27.5899234,85.5145647,Bagmati Province,Panauti,"art_gallery,furniture shop,cultural hub"
1531,Hamro Kharpa Gau,"A village in the rural area of Nepal, known for its agricultural practices and scenic beauty. Hamro Kharpa Gau offers visitors an opportunity to experience traditional farming life, interact with the local community, and enjoy the natural surroundings of the area. It is an ideal spot for eco-tourism and cultural exploration.",27.6215,85.2618987,Bagmati Province,Dakshinkali,"hike,village life,cultural experience"
1532,Hamza Masjid,"A mosque located in a community or area in Nepal, serving as a place for religious worship and community gatherings. Hamza Masjid hosts regular prayers, religious events, and social services for the local Muslim population.",27.6946947,85.2674718,Bagmati Province,Chandragiri Municipality,"mosque,religious site,cultural hub"
1533,Hangthuwa Siran Gaun,"A village in Nepal, known for its peaceful rural lifestyle and natural beauty. Hangthuwa Siran Gaun may be an off-the-beaten-path destination for trekkers or tourists seeking an authentic experience of Nepalese village life. The village is surrounded by hills, forests, and rivers, providing an excellent opportunity for nature exploration.",27.1294411,87.6760201,Bagmati Province,Ranai Gaun,"park,village life,natural beauty"
1534,Hans Pokhari,"A scenic pond or water body located in the vicinity of a village or town. Hans Pokhari is likely a serene location for local communities to gather, relax, and enjoy the natural beauty of the area. It may also attract visitors for its calm environment, making it a popular spot for picnics and leisure activities.",27.3004435,86.98455,Madhesh Province,Solukhumbu District,"monument,natural beauty,recreational spot"
1535,Hanseshor Mahadev Temple,"A Hindu temple dedicated to Lord Shiva, located in a picturesque region of Nepal. Hanseshor Mahadev Temple is a place of worship and spiritual significance for devotees. It attracts pilgrims who come to offer prayers and seek blessings, especially during religious festivals dedicated to Lord Shiva.",27.8119115,82.6270551,Koshi Province,Gaobaradaha,"hindu_temple,pilgrimage site,cultural significance"
1536,"Hantolung Park, Nunthala","A public park located in the Nunthala region of Nepal, providing a space for outdoor activities, relaxation, and recreation. Hantolung Park is known for its natural beauty, with green spaces, walking paths, and scenic views of the surrounding hills and forests.",27.2518125,86.7468125,Madhesh Province,Daikataela,"park,recreational spot,natural beauty"
1537,Hanuman Dhoka,"A historic palace complex in Kathmandu, Nepal, known for its architectural and cultural significance. Hanuman Dhoka was the former royal palace and is now a UNESCO World Heritage site. The area is home to several temples,",27.70422183,85.30651258,Sudurpashchim Province,Kathmandu Durbar Square,"historic site,cultural heritage,tourist attraction."
1538,Hanuman Mandir Godawari Kailali,"A Hindu temple dedicated to Lord Hanuman, located in Godawori, Kailali. The temple is a place of worship for locals and attracts devotees who come to seek blessings. It is an important religious site for the surrounding communities, particularly for those devoted to Lord Hanuman.",28.870904,80.57223,Bagmati Province,Godawari Municipality-9 Kailali District.,"hindu_temple,pilgrimage site,cultural significance."
1539,Hanuman Statue Baglung,"A large statue of Lord Hanuman, possibly located in a temple or public space. This statue is a significant religious and cultural landmark, attracting devotees and visitors. The statue may be part of a larger complex or temple dedicated to Hanuman, and is often a place for prayer and reflection.",28.2897815,83.5781644,Sudurpashchim Province,Baglung District.,"monument,hindu_temple,religious landmark."
1540,Hanwa Deurali Kirat Sunuwar Cultural Museum,"A cultural museum dedicated to the Kirat Sunuwar community, highlighting their traditions, lifestyle, and history. The museum features exhibits related to their customs, rituals, and arts, providing visitors with a deeper understanding of this ethnic group's culture and heritage.",27.5623558,86.1791827,Gandaki Province,Hawa Rural Municipality-3.,"museum,historic site,cultural heritage."
1543,Hapzu,"A restaurant, cafe, or social space offering food, drinks, and a casual atmosphere. Hapzu may be a local favorite for gathering with friends or enjoying a meal in a relaxed environment. It could also be known for its specific culinary offerings, ambiance, or services.",27.1774547,84.7237198,Karnali Province,Jaitapur,"restaurant,cafe,social space"
1544,Haraincha Chowk,"A busy intersection or central hub in the Haraincha area, often associated with market activities and local commerce. Haraincha Chowk is a key spot for locals to gather, shop, and interact, making it a focal point for the community.",26.6097287,87.3704645,Sudurpashchim Province,Haraincha,"historic site,cultural hub,economic center"
1545,Haramain Masjid,"A mosque that serves the local Muslim community, offering a place for prayer and religious services. Haramain Masjid is a significant site for spiritual activities and social gatherings within the area.",27.6170931,85.359575,Koshi Province,Godawari,"mosque,religious site,cultural hub"
