id,name,description,address,latitude,longitude,location,types
3572,Salla Ghari Park,"Salla Ghari Park is a significant historical and archaeological site located in Delhi, India. It is believed to be the remains of an ancient Hindu temple complex dedicated to the worship of Lord Shiva, dating back to the 11th century. The park features several ruins, including a large Shiva lingam, a water tank, and intricate stone carvings, spread across a lush green area, making it a serene spot for both history enthusiasts and nature lovers.","M98P+8GH, ananatalaingagaeshawara, naepaala",27.6658061,85.3863702,ananatalaingagaeshawara,park
3574,Salli Bazar (salalaiibajaara),"Salli Bazar, also known as Salala Ibajaara, is a vibrant and bustling market located in the heart of Kathmandu, Nepal. This market is renowned for its wide array of textiles, particularly varieties of sarees, suits, and other traditional South Asian clothing. The significance of Salli Bazar extends beyond its commercial importance, as it serves as a cultural hub where people from various backgrounds and regions gather to celebrate their shared love for textile arts and crafts. The market is a testament to the rich cultural diversity and heritage of the Kathmandu Valley.","daewasathala 22200, naepaala",28.5096489,82.0292291,naepaala,market
3577,Salpa Silichung Hiking Trail,"The Salpa Silichung Hiking Trail is a popular and historic trek in Eastern Nepal, known for its breathtaking views of the Himalayas and lush green landscapes. This trail holds significant cultural importance as it follows an ancient trade route used by local communities for centuries. The hike ascends to the Salpa Pass, situated at an elevation of 3,528 meters, offering a challenging yet rewarding experience for adventure seekers.","CWF5+F3, saungadaela 57000, naepaala",27.4237427,86.9076702,saungadaela,hiking
3578,Salpa pokhari,"Salpa Pokhari is a sacred high-altitude lake nestled in the majestic Himalayas of Nepal, within the Gosainkunda Lake complex. Renowned for its crystal-clear waters reflecting the surrounding snow-capped peaks, this lake holds significant cultural and religious importance for Hindus and Buddhists. It is believed that taking a dip in its chilly waters during the full-moon festival of Janai Purnima grants salvation, making it a popular pilgrimage site.","CWWM+QJ, daobhaanae 56900, naepaala",27.4469096,86.9340567,daobhaanae,lake
3579,Salpasilichho Rural Municipality,"Salpasilichho Rural Municipality is a local government body in the Bagmati Province of Nepal, known for its rich cultural heritage and natural beauty. The municipality encompasses several historical sites, traditional Newari settlements, and the beautiful Salpa Lake, making it a significant destination for both cultural tourism and adventure activities. Salpasilichho is also recognized for its agricultural productivity, particularly in the cultivation of rice, corn, and various vegetables, contributing to the local economy and food security.","C38F+586, chaaukaiidaamdaa 56900, naepaala",27.415898,87.0721697,chaaukaiidaamdaa,lake
3582,"Salyan , Pipalneta","Salyan, Pipalneta is a historical place of great significance located in the Rautahat district of Nepal. It is renowned for its ancient Sal tree, from which it derives its name, and is believed to be the site where Emperor Ashoka planted a pipal tree during his visit to Nepal in 249 BC. The place holds great cultural and religious importance for both Hindus and Buddhists, and its serene environment makes it a popular destination for tourists and spiritual seekers alike.","Santi Road, shaaradaa 22200, naepaala",28.3795639,82.1531947,shaaradaa,historical_site
3583,Salyan hill,"Salyan Hill, located in the historic city of Shillong, India, is a significant geographical feature known for its lush greenery and serene environment. With an elevation of around 1,400 meters, it offers panoramic views of the city and its surrounding hills, making it a popular spot for nature lovers and photographers. The hill is also home to the famous Salganchi Lake, which adds to its picturesque beauty and local significance as a sacred site for the indigenous communities.","H8RR+767, 44700, naepaala",27.590662,85.3405339,44700,lake
3584,"Salyan, salayaana","Salyan, also known as Salayaana, is a significant deity in Tibetan Buddhism, particularly in the Nyingma and Bon traditions. Salyan is often depicted as a blue, six-armed deity, holding various ritual implements, and is associated with the purification of negative karma and obscurations. He is considered one of the Eight Great Herukas, embodying the enlightened activity of all buddhas, and plays a crucial role in the Chod practice, a unique method for transcending the ego and fear of death.","9FR6+VQ2, 33200, naepaala",28.392149,83.4618758,33200,trek
3586,Samari Pauwa,"Samari Pauwa is a sacred water spout located in the Lalitpur district of Nepal, near the Sikhara temple. Renowned for its spiritual significance, this natural spring is believed to have been created by the Hindu goddess Ganga. The water from Samari Pauwa is considered holy and is thought to have healing properties, attracting devotees and tourists who gather to collect and drink it, especially during the festive month of Shrawan.","W2XX+28X, samaaraii 44900, naepaala",27.9476932,85.0481798,samaaraii,temple
3587,Sambhunath Baba Mandir Gate,"Sambhunath Baba Mandir Gate, located in the heart of Kathmandu, Nepal, is a significant religious and cultural landmark known for its intricate craftsmanship and historical value. This ornate gateway, adorned with elaborate carvings and sculptures, serves as the entrance to the revered Sambhunath Baba Mandir, a holy site for both Hinduism and Buddhism. The gate's key features include its grandeur, detailed stonework depicting various deities, and the spiritual significance it holds for millions of devotees who visit the temple each year.","JMJP+XQQ, shamabhaunaatha 56400, naepaala",26.6324651,86.6869787,shamabhaunaatha,temple
3588,Samigish,"Samigish is an ancient Slavic ritual of healing and purification, believed to restore balance and well-being by invoking benevolent spirits and driving away malevolent ones. It typically involves singing, dancing, and the use of fire, water, and herbs, symbolizing renewal, transformation, and connection with nature. This practice reflects the deep-rooted spirituality and respect for the natural world in Slavic cultures, offering a unique insight into their traditional beliefs and values.","M9CM+7H6, ananatalaingagaeshawara, naepaala",27.6711341,85.3840248,ananatalaingagaeshawara,historical_site
3589,Samrakshanbid Smarak Salik Park (Conservationist Memorial Statue Park),"Samrakshanbid Smarak Salik Park is a noteworthy memorial statue park located in India, dedicated to conservationists and their significant contributions to environmental preservation. The park showcases an array of statues depicting influential conservationists, serving as a visual tribute to their lifelong dedication and sacrifice. As a key feature, the park integrates lush greenery and natural elements, fostering a serene environment that aligns with the conservationist values it represents, making it both an educational and tranquil space for visitors to appreciate and learn about environmental conservation.","P69H+6GW, chanadaraagairaii 44600, naepaala",27.7181003,85.228837,chanadaraagairaii,park
