id,name,description,Description_Length
1763,"Jame Masjid , Inaruwa-7, Chandbela","Jame Masjid , Inaruwa-7, Chandbela is a well-known location, located at Hatiya Line, chaaà¤dawaelaa 56709, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",199
5730,naraiikalaa kaà¥ƒshai tathaa pashaupaalana pharama,"naraiikalaa kaà¥ƒshai tathaa pashaupaalana pharama is a well-known location, located at V93V+M9, phaeka 32500, naepaala. It is known for being a  zoo. It offers a variety of experiences for visitors.",199
3917,Sindhu sunkoshi namuna oraganic farm,"Sindhu sunkoshi namuna oraganic farm is a well-known location, located at MQJ3+G6, thaokarapaa, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",199
5247,jamia taju shariya mosalla chekpost,"jamia taju shariya mosalla chekpost is a well-known location, located at M6QG+QX6, chanadaraagairaii 44600, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",199
2812,Nature Aquatics Nepal,"Nature Aquatics Nepal is a well-known location, located at saidadhaaratha sadaka, kaathamaadaauà¤ 44600, naepaala. It is known for being a  aquarium. It offers a variety of experiences for visitors.",199
2858,Nepal High Trek & Expedition,"Nepal High Trek & Expedition is a well-known location, located at Khusibu, Nayabazar, kaathamaadaauà¤ 44600, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",199
4723,batataauraii paiipala rauukha(baluwatar),"batataauraii paiipala rauukha(baluwatar) is a well-known location, located at M677+9F5, kaotajahaaraii 22000, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",199
2734,NIM Ashish Church Jumla,"NIM Ashish Church Jumla is a well-known location, located at 75HJ+F64, Unnamed Road, chanadananaatha 21200, naepaala. It is known for being a  church. It offers a variety of experiences for visitors.",199
4047,Sundar foam house,"Sundar foam house is a well-known location, located at 4W72+FQF, Pyuthan 22300, Nepal. It is known for being a park, point_of_interest, establishment. It offers a variety of experiences for visitors.",199
4806,chaarakaunae dhamailaii kauwaa,"chaarakaunae dhamailaii kauwaa is a well-known location, located at 2FWM+J22, Road, paalaungataara, naepaala. It is known for being a  amusement_park. It offers a variety of experiences for visitors.",199
1596,"Hill Park, Butwal","A public park located in Butwal, offering green spaces for outdoor activities, walking, and relaxation. Hill Park is a popular destination for locals to gather, exercise, or enjoy leisure activities.",199
5724,namasatae jharanaa,"namasatae jharanaa is a well-known location, located at V8GJ+WRQ, V8FJ+HRV Dharan, dhanakautaa, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",199
4519,ZION ECCLESIA PRAYER HOUSE LAMAHI DANG,"ZION ECCLESIA PRAYER HOUSE LAMAHI DANG is a well-known location, located at VG8G+PXX, F138, lamahaii 22414, naepaala. It is known for being a  church. It offers a variety of experiences for visitors.",199
4528,ZooZoo (jauujauu) eco-tourism park,"ZooZoo (jauujauu) eco-tourism park is a well-known location, located at P6P7+RH2, Unnamed Road, bakalaauraii, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",199
4182,Tea garden view hand,"Tea garden view hand is a well-known location, located at WW5C+XXF, Ilam 57300, Nepal. It is known for being a park, point_of_interest, establishment. It offers a variety of experiences for visitors.",199
5627,maokashadawaaraii laeka,"maokashadawaaraii laeka is a well-known location, located at CHWP+GWV, maokashadawaaraii, gaowalabaasa 45200, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors.",199
5784,paaà¤chakhaala nagarapaalaikaa,"paaà¤chakhaala nagarapaalaikaa is a well-known location, located at Kabhraplanchok, paaà¤chakhaala 45212, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",199
5609,manadana daeupaura nagarapaalaikaa,"manadana daeupaura nagarapaalaikaa is a well-known location, located at 45200, mahaadaewasathaana manadana, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",199
1550,Hariharpurgadhi Rural Municipality,"A rural municipality in Nepal that encompasses the Hariharpurgadhi region. The municipality focuses on local governance, development, and services to improve the livelihoods of its rural inhabitants.",199
5674,naahaara Naahar,"naahaara Naahar is a well-known location, located at QX82+67Q, Thumhauna 19, janakapaura 45600, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",199
5679,naaraayanasathaana manadaira,"naaraayanasathaana manadaira is a well-known location, located at paokharaiinaaraayanasathaana 45200, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",199
5734,naugah lauà¤haitaii saunadhaaraa,"naugah lauà¤haitaii saunadhaaraa is a well-known location, located at M89H+V64, lalaitapaura 44600, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",199
4265,Thorang peak,"Thorang peak is a well-known location, located at QXCJ+83M, Tanki Manang 33500, Nepal. It is known for being a park, point_of_interest, establishment. It offers a variety of experiences for visitors.",199
5019,dhaurakaota raajasathaala,"dhaurakaota raajasathaala is a well-known location, located at dhaurakaota raajasathaala 32600, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",199
4261,Thimi Pottery Square,"Thimi Pottery Square is a well-known location, located at M9HM+PWG, madhayapaura thaimai 44600, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",199
6205,shamabhaunaatha manadaira,"shamabhaunaatha manadaira is a well-known location, located at JMHP+G8W, shamabhaunaatha 56400, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",199
5515,maadhawa naaraayana manadaira,"maadhawa naaraayana manadaira is a well-known location, located at PFH9+6PX, shangakharaapaura 44600, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",199
4488,World mission society church of god Itahari,"World mission society church of god Itahari is a well-known location, located at M74H+932, itaharaii 56705, naepaala. It is known for being a  church. It offers a variety of experiences for visitors.",199
4072,Supa deurali mandir barbot Pyuthan,"Supa deurali mandir barbot Pyuthan is a well-known location, located at 3W2Q+WM7, payauuthaana 22300, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",199
6132,saurakhaeta-daotaii-kaailaalaii jailalaa taraiwainadau,"saurakhaeta-daotaii-kaailaalaii jailalaa taraiwainadau is a well-known location, located at WXQJ+HC, lagaama, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",199
4794,bhuiyababa Mandir musharitoll,"bhuiyababa Mandir musharitoll is a well-known location, located at JV66+2HV, taulasaiiyaahaii jabadaii 45600, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors.",199
4797,chaainapauraà¥¤ chaauka,"chaainapauraà¥¤ chaauka is a well-known location, located at Barhathawa, Malangawa Rd to, jaamaunaiyaa 45800, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",199
6236,sharaii paarashanaatha parawaesha dawaara,"sharaii paarashanaatha parawaesha dawaara is a well-known location, located at 4R63+58F, mahauwana 44300, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",199
3632,Santu Art Gallery,"Santu Art Gallery is a well-known location, located at P8FM+C3G, Namuna Galli, kaathamaadaauà¤ 44600, naepaala. It is known for being a  art_gallery. It offers a variety of experiences for visitors.",199
5856,pashupatinath park,"pashupatinath park is a well-known location, located at 44600, Kathmandu 44600, Nepal. It is known for being a park, point_of_interest, establishment. It offers a variety of experiences for visitors.",199
4876,chhaipaharamaaii gaaumpaalaikaa,"chhaipaharamaaii gaaumpaalaikaa is a well-known location, located at 2MPH+VVM, bhaisawaa 44300, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",199
5131,haatataiisaà¤dae daaà¤daa,"haatataiisaà¤dae daaà¤daa is a well-known location, located at G45H+G8, bhaimaphaedaii 44100, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",199
2967,"Noori jame Masjid, Hariyon-11","Noori jame Masjid, Hariyon-11 is a well-known location, located at 3GMW+V5H, Ghurkauli Rd, haraiwana 45804, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",199
6380,thaaà¤taiipaokharaii dhaaraapaanaii,"thaaà¤taiipaokharaii dhaaraapaanaii is a well-known location, located at 2FXV+RMP, paalaungataara, naepaala. It is known for being a  amusement_park. It offers a variety of experiences for visitors.",199
6378,thaasaanga gaaà¤upaalaikaakao kaarayaalaya,"thaasaanga gaaà¤upaalaikaakao kaarayaalaya is a well-known location, located at MJR9+V7W, kaowaamga 33100, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",199
2777,Nange Chaur Picnic Sport,"Nange Chaur Picnic Sport is a well-known location, located at JGFJ+3CG, baethaanachaoka_BETHANCHOOK 45200, naepaala. It is known for being a  picnic. It offers a variety of experiences for visitors.",198
6099,sarasawataii manadaira Saraswati Temple,"sarasawataii manadaira Saraswati Temple is a well-known location, located at V2WH+34, sauurayaodaya, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",198
2959,"Noori Jama Masjid, Kuchai Tole","Noori Jama Masjid, Kuchai Tole is a well-known location, located at VX78+3WJ, chhairaeshawaranaatha 45600, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",198
3806,Shree Krishna Pranami Mandir,"The Shree Krishna Pranami Mandir is a serene Hindu temple situated in Gothatar, Kathmandu, Nepal. Dedicated to Lord Krishna, the temple offers a peaceful environment for devotees and visitors alike.",198
4956,daolakhaa bajaara,"daolakhaa bajaara is a well-known location, located at M3HF+3CG bhaiimaeshawaora nagarapaalaikaa-à¥¨, bhaimaeshawara nagarapaalaikaa 45500, naepaala. It offers a variety of experiences for visitors.",198
1017,Devchuli Hill (1938 Meter),"Devchuli Hill (1938 Meter) is a well-known location, located at Q59H+2VQ, upalalao arakhalae 33000, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",198
5053,gaithaepaanaii saimchaai dayaama,"gaithaepaanaii saimchaai dayaama is a well-known location, located at 3F6W+QRP, ghaoraahaii 22400, naepaala. It is known for being a  amusement_park. It offers a variety of experiences for visitors.",198
1752,Jama Masjid Shishwa Harinagar 5 Sunsari,"Jama Masjid Shishwa Harinagar 5 Sunsari is a well-known location, located at G35M+84, basanatapaura 56713, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",198
5308,kaalaikaa phaedaii,"kaalaikaa phaedaii is a well-known location, located at PC99+22W, way to kalika temple, gaaimdaakaota 33000, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors.",198
5226,jabadae chaisaapaanaii,"jabadae chaisaapaanaii is a well-known location, located at Ramechhap 8, Jawade, manathalaii 45400, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",198
5362,kaohainaura ekayauraiyama,"kaohainaura ekayauraiyama is a well-known location, located at Guna Kamdev Marg, kaathamaadaauà¤ 44600, naepaala. It is known for being a  aquarium. It offers a variety of experiences for visitors.",198
